zone_id,zone_name,lat,lon,crop,temp_max_mean,temp_min_mean,temp_avg,precip_total_mm,precip_avg_mm,windspeed_mean,et0_mean,soil_moisture_mean,soil_phh2o,soil_clay,soil_soc,soil_bdod,soil_sand,soil_silt,heat_index,temp_rain_ratio,drought_index,soil_stress,water_need_mm,heat_tolerance_c,drought_tolerance,risk_label
12,Rajasthan Millet Zone,26.9,73.9,Millet,31.33,16.49,23.91,93.0,1.033,9.8,3.731,0.1791,6.83,22.3,9.89,1.224,79.8,5.0,24.31,11.763,3.573,0.4476,350,42,0.8,1
12,Rajasthan Millet Zone,26.9,73.9,Millet,31.97,19.85,25.91,103.1,1.146,18.2,3.931,0.0769,6.71,15.5,10.48,1.323,80.0,5.0,24.99,12.076,3.399,0.494,350,42,0.8,1
12,Rajasthan Millet Zone,26.9,73.9,Millet,30.19,18.49,24.34,133.0,1.478,9.7,3.808,0.2204,6.68,35.5,11.03,1.108,61.4,5.0,24.75,9.824,2.558,0.3008,350,42,0.8,1
12,Rajasthan Millet Zone,26.9,73.9,Millet,27.41,16.4,21.9,429.1,4.768,7.1,3.759,0.2681,6.32,19.7,3.88,1.376,80.0,5.0,24.33,3.798,0.787,0.8647,350,42,0.8,0
12,Rajasthan Millet Zone,26.9,73.9,Millet,24.62,12.5,18.56,141.3,1.57,9.9,3.469,0.1486,6.1,21.3,12.3,1.348,77.4,5.0,21.73,7.221,2.194,0.4219,350,42,0.8,1
12,Rajasthan Millet Zone,26.9,73.9,Millet,30.29,14.14,22.21,118.2,1.313,5.5,4.192,0.08,6.16,33.2,6.23,1.392,70.1,5.0,22.28,9.604,3.166,0.7594,350,42,0.8,1
12,Rajasthan Millet Zone,26.9,73.9,Millet,24.29,12.54,18.42,1534.5,17.05,18.0,3.466,0.3748,5.36,7.6,15.39,1.246,80.0,12.4,25.61,1.02,0.203,0.1893,350,42,0.8,3
13,MP Soybean Belt,23.2,77.4,Soybean,29.45,16.07,22.76,433.8,4.821,8.6,3.444,0.2345,6.55,24.8,10.79,1.38,67.1,8.1,24.26,3.91,0.713,0.5222,500,35,0.5,0
13,MP Soybean Belt,23.2,77.4,Soybean,32.0,14.28,23.14,274.5,3.05,6.0,3.606,0.2835,7.08,27.8,16.65,1.327,75.4,5.0,24.68,5.714,1.178,0.1877,500,35,0.5,2
13,MP Soybean Belt,23.2,77.4,Soybean,25.27,15.3,20.29,628.6,6.984,11.7,3.409,0.3243,6.62,37.9,17.26,1.464,65.8,5.0,24.72,2.541,0.487,0.2632,500,35,0.5,0
13,MP Soybean Belt,23.2,77.4,Soybean,26.46,13.99,20.22,435.0,4.834,16.2,3.458,0.2862,6.78,43.3,12.43,1.289,55.8,5.0,24.38,3.467,0.714,0.3705,500,35,0.5,0
13,MP Soybean Belt,23.2,77.4,Soybean,26.47,11.73,19.1,319.2,3.547,12.7,3.083,0.1853,6.17,22.5,6.49,1.432,80.0,5.0,22.74,4.201,0.867,0.7769,500,35,0.5,4
13,MP Soybean Belt,23.2,77.4,Soybean,22.69,11.6,17.15,462.1,5.135,12.6,3.132,0.264,6.1,24.9,16.3,1.26,71.9,5.0,24.48,2.795,0.609,0.1541,500,35,0.5,0
13,MP Soybean Belt,23.2,77.4,Soybean,25.17,11.74,18.46,380.3,4.225,19.3,3.882,0.3261,6.23,21.1,12.59,1.461,80.0,5.0,25.12,3.532,0.916,0.4947,500,35,0.5,0
13,MP Soybean Belt,23.2,77.4,Soybean,28.92,13.42,21.17,277.5,3.083,6.2,3.262,0.2734,6.54,29.1,11.33,1.423,76.7,5.0,24.28,5.185,1.054,0.528,500,35,0.5,2
13,MP Soybean Belt,23.2,77.4,Soybean,29.34,17.79,23.57,374.7,4.164,7.1,3.869,0.2829,6.13,24.7,11.17,1.287,65.9,9.4,24.79,4.564,0.927,0.4317,500,35,0.5,0
13,MP Soybean Belt,23.2,77.4,Soybean,25.82,12.55,19.19,492.6,5.473,15.4,3.2,0.3285,6.71,39.7,9.02,1.206,54.8,5.5,24.95,2.964,0.583,0.4765,500,35,0.5,0
14,Chhattisgarh Rice,21.3,81.6,Rice,27.19,11.93,19.56,618.2,6.869,16.4,3.491,0.2598,6.56,23.8,13.72,1.065,77.9,5.0,24.08,2.486,0.507,0.1332,1200,35,0.3,0
14,Chhattisgarh Rice,21.3,81.6,Rice,30.58,15.85,23.22,699.1,7.768,7.0,4.271,0.2314,6.71,24.1,8.87,1.385,79.6,5.0,24.38,2.648,0.549,0.622,1200,35,0.3,4
14,Chhattisgarh Rice,21.3,81.6,Rice,23.59,10.48,17.04,616.4,6.849,12.1,3.337,0.2098,5.77,26.0,11.94,1.214,74.5,5.0,23.15,2.17,0.486,0.3365,1200,35,0.3,0
14,Chhattisgarh Rice,21.3,81.6,Rice,34.67,10.91,22.79,458.1,5.09,17.4,3.437,0.2583,7.01,18.1,14.23,1.503,80.0,5.0,24.44,3.743,0.674,0.445,1200,35,0.3,2
14,Chhattisgarh Rice,21.3,81.6,Rice,26.28,16.31,21.29,644.3,7.159,16.0,3.457,0.3116,6.17,16.6,7.2,1.281,80.0,5.0,24.59,2.61,0.482,0.6256,1200,35,0.3,0
14,Chhattisgarh Rice,21.3,81.6,Rice,26.16,14.24,20.2,732.7,8.141,5.6,3.979,0.2503,5.45,27.6,18.52,1.316,70.4,5.0,23.96,2.21,0.488,0.0866,1200,35,0.3,0
14,Chhattisgarh Rice,21.3,81.6,Rice,24.46,13.85,19.16,656.6,7.295,12.8,3.95,0.2758,5.54,10.5,19.75,1.374,80.0,9.5,24.33,2.309,0.541,0.0698,1200,35,0.3,0
14,Chhattisgarh Rice,21.3,81.6,Rice,35.44,18.55,26.99,496.2,5.513,12.1,3.499,0.344,6.69,16.8,8.82,1.19,78.9,5.0,26.6,4.144,0.633,0.4741,1200,35,0.3,2
14,Chhattisgarh Rice,21.3,81.6,Rice,31.68,16.78,24.23,649.4,7.216,12.9,3.858,0.3407,6.07,24.0,10.57,1.239,76.9,5.0,25.22,2.949,0.534,0.4241,1200,35,0.3,0
14,Chhattisgarh Rice,21.3,81.6,Rice,28.33,16.47,22.4,677.6,7.529,15.3,3.358,0.232,6.99,41.9,15.14,1.473,61.5,5.0,24.14,2.626,0.445,0.3758,1200,35,0.3,0
15,Jharkhand Maize,23.6,85.5,Maize,26.88,16.17,21.53,389.6,4.329,9.0,3.885,0.1906,6.26,25.5,8.13,1.417,80.0,5.0,23.46,4.039,0.895,0.6835,600,38,0.5,4
15,Jharkhand Maize,23.6,85.5,Maize,25.77,14.41,20.09,390.1,4.335,13.3,3.626,0.295,6.41,28.4,18.37,1.244,70.5,5.0,24.48,3.767,0.835,0.0378,600,38,0.5,4
15,Jharkhand Maize,23.6,85.5,Maize,23.96,12.64,18.3,393.1,4.367,18.2,3.543,0.1738,6.34,29.4,12.75,1.334,62.9,7.7,22.31,3.409,0.809,0.3889,600,38,0.5,4
15,Jharkhand Maize,23.6,85.5,Maize,30.38,16.26,23.32,444.8,4.943,6.2,4.397,0.254,6.41,26.5,5.29,1.421,78.8,5.0,24.56,3.924,0.888,0.8285,600,38,0.5,4
15,Jharkhand Maize,23.6,85.5,Maize,29.16,11.34,20.25,316.5,3.517,7.1,3.546,0.3031,6.95,29.4,10.56,1.242,66.4,5.0,24.54,4.483,1.005,0.4274,600,38,0.5,2
15,Jharkhand Maize,23.6,85.5,Maize,30.77,14.99,22.88,367.0,4.078,6.7,3.635,0.2763,7.06,35.2,14.52,1.322,58.2,6.6,24.58,4.506,0.889,0.2908,600,38,0.5,0
15,Jharkhand Maize,23.6,85.5,Maize,32.28,17.56,24.92,429.2,4.768,5.5,4.138,0.2624,6.88,30.4,8.84,1.437,66.7,5.0,25.19,4.32,0.866,0.6634,600,38,0.5,4
15,Jharkhand Maize,23.6,85.5,Maize,24.74,14.11,19.42,581.6,6.463,13.2,3.378,0.3057,6.79,27.4,9.46,1.329,71.7,5.0,24.66,2.603,0.522,0.5494,600,38,0.5,0
15,Jharkhand Maize,23.6,85.5,Maize,27.36,16.84,22.1,460.9,5.122,5.6,3.738,0.2609,6.68,36.3,7.3,1.23,62.1,5.0,24.3,3.61,0.728,0.5816,600,38,0.5,4
15,Jharkhand Maize,23.6,85.5,Maize,27.1,14.85,20.98,411.1,4.568,11.5,3.341,0.1737,6.27,15.3,4.38,1.315,80.0,5.0,23.05,3.768,0.73,0.7929,600,38,0.5,4
16,Assam Tea Garden,26.2,92.9,Tea,24.31,14.78,19.55,2731.6,30.351,12.3,3.423,0.4228,6.1,23.6,18.65,1.302,77.6,5.0,25.4,0.623,0.113,0.0693,1500,32,0.3,3
16,Assam Tea Garden,26.2,92.9,Tea,23.3,11.54,17.42,2555.6,28.395,17.2,3.538,0.4044,6.62,14.6,18.31,1.183,80.0,5.4,26.36,0.593,0.125,-0.0056,1500,32,0.3,3
16,Assam Tea Garden,26.2,92.9,Tea,27.26,13.82,20.54,748.1,8.312,19.4,3.713,0.2255,6.42,12.1,12.74,1.502,80.0,7.9,23.68,2.206,0.446,0.5187,1500,32,0.3,0
16,Assam Tea Garden,26.2,92.9,Tea,25.73,15.37,20.55,2496.1,27.734,5.7,3.988,0.3888,6.37,28.6,13.48,1.305,73.1,5.0,25.05,0.715,0.144,0.3295,1500,32,0.3,3
16,Assam Tea Garden,26.2,92.9,Tea,24.46,13.69,19.07,2346.8,26.076,18.6,3.466,0.4874,6.21,28.4,12.08,1.236,74.0,5.0,25.59,0.704,0.133,0.3468,1500,32,0.3,3
16,Assam Tea Garden,26.2,92.9,Tea,32.57,16.7,24.63,193.4,2.149,12.5,3.873,0.2042,6.68,29.9,10.67,1.383,63.7,6.3,24.8,7.821,1.793,0.5302,1500,32,0.3,1
16,Assam Tea Garden,26.2,92.9,Tea,25.69,13.7,19.7,2430.7,27.007,14.9,3.223,0.459,6.26,22.1,9.41,1.374,77.0,5.0,25.38,0.703,0.119,0.5868,1500,32,0.3,3
16,Assam Tea Garden,26.2,92.9,Tea,28.21,12.48,20.35,678.5,7.538,13.5,3.82,0.1958,6.9,36.0,4.52,1.329,61.0,5.0,23.21,2.383,0.506,0.7963,1500,32,0.3,4
16,Assam Tea Garden,26.2,92.9,Tea,23.65,11.14,17.39,2584.5,28.717,16.4,3.965,0.4875,7.82,17.8,6.68,1.281,80.0,5.0,26.63,0.585,0.138,0.6515,1500,32,0.3,3
16,Assam Tea Garden,26.2,92.9,Tea,23.95,14.11,19.03,2851.9,31.688,8.1,3.561,0.5043,6.29,25.1,14.84,1.427,73.1,5.0,25.56,0.582,0.112,0.3554,1500,32,0.3,3
17,Nagaland Horticulture,25.7,94.1,Horticulture,22.12,10.79,16.45,566.4,6.293,19.6,3.177,0.2462,6.52,19.1,7.91,1.197,77.1,5.0,24.22,2.256,0.504,0.5254,800,35,0.5,0
17,Nagaland Horticulture,25.7,94.1,Horticulture,29.49,18.0,23.74,491.1,5.456,7.7,3.328,0.2732,6.79,31.3,8.49,1.34,75.8,5.0,24.8,3.678,0.609,0.6063,800,35,0.5,4
17,Nagaland Horticulture,25.7,94.1,Horticulture,30.04,17.1,23.57,564.0,6.267,19.3,3.835,0.3009,7.2,12.3,15.17,1.397,80.0,7.7,24.88,3.243,0.611,0.3161,800,35,0.5,0
17,Nagaland Horticulture,25.7,94.1,Horticulture,23.03,14.65,18.84,524.6,5.829,15.4,3.741,0.3208,6.46,30.3,13.69,1.384,66.6,5.0,24.95,2.759,0.64,0.3802,800,35,0.5,0
17,Nagaland Horticulture,25.7,94.1,Horticulture,25.97,14.09,20.03,498.7,5.541,10.7,4.004,0.2797,6.83,28.6,9.86,1.229,78.6,5.0,24.32,3.062,0.721,0.4521,800,35,0.5,0
17,Nagaland Horticulture,25.7,94.1,Horticulture,28.97,13.31,21.14,174.6,1.94,17.9,3.953,0.221,6.52,28.9,9.4,1.105,76.5,5.0,23.73,7.19,2.026,0.3799,800,35,0.5,1
17,Nagaland Horticulture,25.7,94.1,Horticulture,26.51,13.08,19.8,1770.8,19.676,13.6,3.675,0.4942,5.82,25.6,9.44,1.2,68.9,5.5,25.28,0.957,0.187,0.4508,800,35,0.5,3
17,Nagaland Horticulture,25.7,94.1,Horticulture,30.76,16.06,23.41,443.7,4.93,11.5,3.625,0.2448,6.97,16.1,16.94,1.284,80.0,5.0,24.53,3.948,0.734,0.1408,800,35,0.5,0
17,Nagaland Horticulture,25.7,94.1,Horticulture,28.43,16.2,22.31,554.3,6.159,9.2,3.218,0.2593,6.63,20.9,5.33,1.167,79.4,5.0,24.34,3.117,0.522,0.6315,800,35,0.5,0
17,Nagaland Horticulture,25.7,94.1,Horticulture,28.49,19.16,23.83,476.1,5.29,12.2,3.193,0.2386,6.17,17.6,7.98,1.321,80.0,5.0,24.64,3.788,0.602,0.6167,800,35,0.5,0
18,Manipur Vegetables,24.7,93.9,Vegetables,28.82,15.71,22.27,496.4,5.516,13.8,3.012,0.3774,6.22,11.8,12.68,1.287,80.0,8.2,24.93,3.417,0.545,0.3558,700,33,0.4,0
18,Manipur Vegetables,24.7,93.9,Vegetables,24.83,13.24,19.04,520.3,5.781,19.0,3.409,0.2109,7.27,30.6,12.27,1.372,64.9,5.0,23.25,2.807,0.589,0.4422,700,33,0.4,0
18,Manipur Vegetables,24.7,93.9,Vegetables,30.35,16.26,23.3,1958.1,21.756,6.3,3.661,0.4964,6.34,27.8,13.19,1.305,78.9,5.0,25.16,1.024,0.168,0.3446,700,33,0.4,3
18,Manipur Vegetables,24.7,93.9,Vegetables,28.89,16.09,22.49,451.4,5.015,8.2,3.286,0.2313,5.56,37.8,18.54,1.152,56.6,5.7,24.16,3.739,0.654,-0.0405,700,33,0.4,0
18,Manipur Vegetables,24.7,93.9,Vegetables,23.25,13.93,18.59,1927.0,21.411,19.8,3.827,0.3762,6.55,32.8,8.99,1.162,65.5,5.0,25.55,0.83,0.179,0.4447,700,33,0.4,3
18,Manipur Vegetables,24.7,93.9,Vegetables,24.71,14.7,19.7,1982.9,22.032,13.0,3.753,0.4599,7.14,28.1,10.08,1.3,58.4,13.5,25.37,0.855,0.17,0.4961,700,33,0.4,3
18,Manipur Vegetables,24.7,93.9,Vegetables,28.06,14.15,21.1,553.1,6.145,5.2,2.826,0.3289,6.0,30.9,11.37,1.304,64.1,5.0,24.7,2.953,0.459,0.435,700,33,0.4,0
18,Manipur Vegetables,24.7,93.9,Vegetables,27.93,17.51,22.72,554.8,6.164,16.1,3.87,0.1989,6.68,21.1,14.28,1.356,80.0,5.0,23.96,3.171,0.627,0.3293,700,33,0.4,0
18,Manipur Vegetables,24.7,93.9,Vegetables,22.41,10.99,16.7,601.6,6.684,16.9,3.249,0.2954,5.42,22.4,15.21,1.064,72.3,5.3,25.28,2.173,0.485,0.0576,700,33,0.4,0
18,Manipur Vegetables,24.7,93.9,Vegetables,20.74,11.36,16.05,373.9,4.154,13.0,3.178,0.311,6.71,19.6,15.85,1.094,80.0,5.0,25.9,3.114,0.763,0.0488,700,33,0.4,0
19,Meghalaya Potatoes,25.5,91.4,Potato,24.35,12.45,18.4,1370.4,15.227,19.8,3.052,0.4824,7.28,37.0,9.99,1.338,67.0,5.0,25.96,1.134,0.2,0.53,500,28,0.4,3
19,Meghalaya Potatoes,25.5,91.4,Potato,28.5,16.37,22.44,1551.5,17.239,19.0,4.037,0.4579,7.47,27.8,11.82,1.198,72.3,5.0,25.03,1.23,0.234,0.3307,500,28,0.4,3
19,Meghalaya Potatoes,25.5,91.4,Potato,30.25,17.28,23.77,164.2,1.824,8.3,3.948,0.1769,6.39,30.1,12.93,1.412,75.3,5.0,24.22,8.415,2.151,0.4393,500,28,0.4,1
19,Meghalaya Potatoes,25.5,91.4,Potato,31.6,14.34,22.97,360.3,4.003,17.3,3.446,0.3322,8.06,21.7,2.0,1.296,77.3,5.0,24.87,4.591,0.859,0.8972,500,28,0.4,2
19,Meghalaya Potatoes,25.5,91.4,Potato,24.62,12.07,18.34,1474.4,16.382,19.7,3.192,0.4677,7.09,31.3,2.0,1.225,68.2,5.0,26.0,1.055,0.195,0.8422,500,28,0.4,3
19,Meghalaya Potatoes,25.5,91.4,Potato,26.53,17.32,21.92,1822.1,20.246,10.7,3.557,0.4891,6.4,27.5,13.22,1.445,65.5,6.9,24.96,1.032,0.176,0.4501,500,28,0.4,3
19,Meghalaya Potatoes,25.5,91.4,Potato,28.81,12.45,20.63,1408.7,15.652,5.2,3.623,0.5163,6.89,30.3,8.33,1.458,64.1,5.5,24.98,1.239,0.231,0.705,500,28,0.4,3
19,Meghalaya Potatoes,25.5,91.4,Potato,23.42,11.46,17.44,1255.4,13.949,13.1,3.969,0.4865,6.71,18.7,16.24,1.464,78.1,5.0,26.59,1.167,0.284,0.314,500,28,0.4,3
19,Meghalaya Potatoes,25.5,91.4,Potato,29.77,15.96,22.87,1295.2,14.391,7.0,3.901,0.55,7.21,10.5,3.71,1.292,80.0,9.5,24.92,1.486,0.271,0.8085,500,28,0.4,3
19,Meghalaya Potatoes,25.5,91.4,Potato,32.69,18.44,25.56,518.7,5.763,9.2,3.319,0.2227,7.15,33.3,11.49,1.384,73.2,5.0,25.34,3.78,0.575,0.4906,500,28,0.4,4
20,Himachal Apple Zone,31.1,77.2,Apple,24.42,13.29,18.85,647.5,7.195,19.9,3.792,0.3135,6.35,27.7,13.26,1.347,64.6,7.7,24.87,2.301,0.526,0.3729,1200,30,0.4,0
20,Himachal Apple Zone,31.1,77.2,Apple,25.88,15.16,20.52,689.4,7.66,9.7,3.486,0.2967,7.22,15.4,14.77,1.433,80.0,5.0,24.47,2.369,0.454,0.3643,1200,30,0.4,0
20,Himachal Apple Zone,31.1,77.2,Apple,29.48,16.36,22.92,810.0,9.0,10.8,4.173,0.3684,6.25,29.0,6.4,1.337,60.5,10.5,24.98,2.292,0.463,0.7081,1200,30,0.4,0
20,Himachal Apple Zone,31.1,77.2,Apple,32.25,15.26,23.76,551.6,6.129,19.1,3.536,0.2271,7.24,25.0,6.89,1.411,80.0,5.0,24.55,3.333,0.576,0.741,1200,30,0.4,2
20,Himachal Apple Zone,31.1,77.2,Apple,23.87,10.24,17.06,667.2,7.413,15.0,3.465,0.2601,7.41,22.3,13.37,1.455,80.0,5.0,24.41,2.028,0.467,0.4511,1200,30,0.4,0
20,Himachal Apple Zone,31.1,77.2,Apple,26.79,15.28,21.03,607.3,6.748,9.2,3.463,0.2921,5.92,26.2,15.06,1.126,79.4,5.0,24.44,2.715,0.512,0.1132,1200,30,0.4,0
20,Himachal Apple Zone,31.1,77.2,Apple,25.67,12.54,19.1,2293.9,25.488,18.3,3.695,0.4814,6.33,30.0,8.78,1.39,66.8,5.0,25.59,0.721,0.145,0.6297,1200,30,0.4,3
20,Himachal Apple Zone,31.1,77.2,Apple,27.35,14.85,21.1,615.4,6.838,6.1,3.496,0.2197,6.13,19.7,6.68,1.227,79.1,5.0,23.7,2.692,0.51,0.6098,1200,30,0.4,4
20,Himachal Apple Zone,31.1,77.2,Apple,21.57,11.54,16.55,606.4,6.738,10.3,3.099,0.2609,6.21,21.4,12.73,1.36,75.9,5.0,24.56,2.139,0.459,0.4095,1200,30,0.4,0
20,Himachal Apple Zone,31.1,77.2,Apple,25.02,12.22,18.62,630.9,7.01,13.7,2.895,0.262,6.65,15.7,12.07,1.157,80.0,5.0,24.18,2.324,0.412,0.2867,1200,30,0.4,0
21,Uttarakhand Wheat,30.1,79.1,Wheat,30.43,13.26,21.85,257.1,2.857,13.1,3.797,0.2593,6.9,22.8,15.38,1.295,70.2,7.0,24.25,5.664,1.324,0.2272,450,32,0.6,2
21,Uttarakhand Wheat,30.1,79.1,Wheat,33.76,13.82,23.79,392.7,4.363,11.8,3.58,0.1948,6.04,21.1,13.38,1.326,72.7,6.3,24.36,4.436,0.818,0.3512,450,32,0.6,2
21,Uttarakhand Wheat,30.1,79.1,Wheat,29.44,13.95,21.69,335.6,3.728,13.6,3.844,0.2354,6.7,20.3,8.65,1.239,77.0,5.0,24.0,4.588,1.028,0.5207,450,32,0.6,2
21,Uttarakhand Wheat,30.1,79.1,Wheat,29.24,13.11,21.18,370.2,4.113,13.4,3.405,0.2441,6.38,28.2,13.87,1.352,66.9,5.0,23.99,4.141,0.826,0.3463,450,32,0.6,2
21,Uttarakhand Wheat,30.1,79.1,Wheat,24.08,13.16,18.62,410.0,4.556,7.3,3.544,0.3477,6.84,8.3,9.66,1.297,80.0,11.7,25.3,3.352,0.776,0.5145,450,32,0.6,0
21,Uttarakhand Wheat,30.1,79.1,Wheat,30.56,11.93,21.24,214.0,2.378,12.3,2.926,0.2497,6.73,40.5,6.4,1.417,57.7,5.0,24.06,6.289,1.225,0.7703,450,32,0.6,2
21,Uttarakhand Wheat,30.1,79.1,Wheat,29.91,13.01,21.46,114.5,1.272,5.5,3.839,0.0975,6.5,8.3,18.4,1.291,80.0,11.7,22.05,9.445,2.992,0.0733,450,32,0.6,1
21,Uttarakhand Wheat,30.1,79.1,Wheat,25.04,14.23,19.64,1402.7,15.586,17.0,3.707,0.4392,5.93,36.4,9.54,1.333,61.3,5.0,25.39,1.184,0.238,0.548,450,32,0.6,3
21,Uttarakhand Wheat,30.1,79.1,Wheat,34.61,15.61,25.11,246.2,2.735,8.5,3.706,0.3567,6.57,23.4,11.74,1.309,77.8,5.0,25.61,6.723,1.349,0.4199,450,32,0.6,2
21,Uttarakhand Wheat,30.1,79.1,Wheat,34.12,14.74,24.43,338.1,3.757,9.2,3.585,0.2355,6.98,32.9,16.15,1.191,60.7,6.4,24.87,5.137,0.952,0.1086,450,32,0.6,2
22,J&K Saffron Zone,33.7,74.8,Saffron,23.11,13.58,18.34,338.6,3.762,9.1,2.819,0.2932,6.86,20.6,8.51,1.28,80.0,5.0,24.72,3.852,0.747,0.5593,300,25,0.6,0
22,J&K Saffron Zone,33.7,74.8,Saffron,25.93,13.28,19.61,456.9,5.077,6.6,3.268,0.2278,5.97,38.4,10.26,1.315,64.7,5.0,23.6,3.227,0.642,0.4983,300,25,0.6,0
22,J&K Saffron Zone,33.7,74.8,Saffron,26.0,12.78,19.39,413.2,4.591,13.8,3.25,0.3188,7.19,12.2,7.14,1.304,80.0,7.8,24.81,3.468,0.706,0.6464,300,25,0.6,0
22,J&K Saffron Zone,33.7,74.8,Saffron,31.51,15.37,23.44,425.4,4.727,13.8,3.457,0.2434,6.38,27.6,11.11,1.37,77.4,5.0,24.54,4.093,0.73,0.4982,300,25,0.6,0
22,J&K Saffron Zone,33.7,74.8,Saffron,29.26,15.28,22.27,385.6,4.285,11.4,3.851,0.1516,6.69,19.4,12.53,1.402,78.2,5.0,23.28,4.214,0.896,0.4523,300,25,0.6,4
22,J&K Saffron Zone,33.7,74.8,Saffron,24.44,11.78,18.11,393.5,4.372,7.4,3.45,0.287,6.59,25.6,9.48,1.328,72.9,5.0,24.68,3.372,0.787,0.548,300,25,0.6,0
22,J&K Saffron Zone,33.7,74.8,Saffron,25.09,15.29,20.19,1330.0,14.778,9.1,3.185,0.4975,6.85,20.7,12.9,1.484,72.1,7.2,25.15,1.28,0.215,0.4961,300,25,0.6,3
22,J&K Saffron Zone,33.7,74.8,Saffron,27.43,12.04,19.73,323.3,3.592,12.7,3.814,0.194,6.12,33.3,14.88,1.474,61.3,5.5,23.04,4.297,1.058,0.3895,300,25,0.6,4
22,J&K Saffron Zone,33.7,74.8,Saffron,26.75,12.0,19.38,367.1,4.079,9.3,4.055,0.2348,6.15,21.3,12.22,1.31,71.1,7.6,23.7,3.815,0.991,0.3967,300,25,0.6,0
22,J&K Saffron Zone,33.7,74.8,Saffron,23.23,11.43,17.33,336.4,3.738,6.4,3.168,0.2225,6.01,23.2,11.64,1.251,80.0,5.0,23.48,3.659,0.845,0.3802,300,25,0.6,0
23,Telangana Cotton,17.4,78.5,Cotton,28.03,7.96,18.0,372.7,4.141,13.4,3.316,0.2969,6.37,29.3,15.32,1.193,76.7,5.0,24.86,3.5,0.799,0.1519,700,40,0.5,2
23,Telangana Cotton,17.4,78.5,Cotton,32.22,14.12,23.17,301.6,3.351,11.8,3.606,0.3544,5.77,23.6,6.54,1.123,73.3,5.0,24.99,5.325,1.073,0.5367,700,40,0.5,2
23,Telangana Cotton,17.4,78.5,Cotton,34.15,14.86,24.5,376.6,4.184,17.0,3.827,0.1926,7.49,32.5,16.44,1.408,64.6,5.0,24.67,4.726,0.912,0.2613,700,40,0.5,2
23,Telangana Cotton,17.4,78.5,Cotton,28.56,13.59,21.07,146.0,1.623,9.2,3.636,0.0848,6.02,21.9,5.94,1.251,80.0,5.0,21.56,8.035,2.225,0.665,700,40,0.5,1
23,Telangana Cotton,17.4,78.5,Cotton,30.34,14.94,22.64,1674.1,18.602,12.7,4.022,0.432,6.69,15.7,10.76,1.23,79.0,5.3,25.05,1.155,0.216,0.4079,700,40,0.5,3
23,Telangana Cotton,17.4,78.5,Cotton,32.73,14.01,23.37,319.2,3.547,18.1,3.377,0.3406,5.87,31.4,15.66,1.494,67.8,5.0,24.99,5.141,0.949,0.3658,700,40,0.5,2
23,Telangana Cotton,17.4,78.5,Cotton,24.84,11.39,18.11,160.1,1.778,11.1,3.665,0.0882,7.14,24.4,11.14,1.351,80.0,5.0,19.7,6.519,2.048,0.4823,700,40,0.5,1
23,Telangana Cotton,17.4,78.5,Cotton,33.48,16.18,24.83,314.6,3.496,18.1,3.632,0.2953,6.1,21.5,13.42,1.205,79.1,5.0,25.29,5.523,1.035,0.2556,700,40,0.5,2
23,Telangana Cotton,17.4,78.5,Cotton,32.26,15.59,23.93,342.3,3.803,7.5,3.557,0.2283,6.51,34.9,9.19,1.527,65.7,5.0,24.62,4.981,0.932,0.7148,700,40,0.5,2
23,Telangana Cotton,17.4,78.5,Cotton,32.2,13.0,22.6,351.5,3.906,9.2,3.633,0.2772,6.31,29.4,21.72,1.28,62.2,8.3,24.52,4.607,0.928,-0.1009,700,40,0.5,2
24,Goa Cashew Region,15.3,74.1,Cashew,25.92,14.09,20.0,500.0,5.555,14.9,3.389,0.2219,6.7,15.0,12.56,1.284,80.0,5.0,23.55,3.051,0.609,0.3592,900,38,0.5,4
24,Goa Cashew Region,15.3,74.1,Cashew,29.76,14.98,22.37,451.8,5.019,17.1,3.547,0.2339,6.35,24.5,14.42,1.469,80.0,5.0,24.15,3.716,0.705,0.4092,900,38,0.5,4
24,Goa Cashew Region,15.3,74.1,Cashew,29.1,15.86,22.48,697.1,7.746,5.4,3.498,0.2216,6.66,30.7,3.57,1.338,70.8,5.0,24.08,2.571,0.451,0.8503,900,38,0.5,0
24,Goa Cashew Region,15.3,74.1,Cashew,25.35,16.61,20.98,574.6,6.384,16.3,3.88,0.2031,6.75,18.6,10.5,1.244,80.0,5.0,23.46,2.841,0.607,0.4317,900,38,0.5,0
24,Goa Cashew Region,15.3,74.1,Cashew,29.04,16.49,22.77,582.3,6.47,18.4,3.877,0.1794,6.49,14.2,15.69,1.364,80.0,5.8,23.79,3.048,0.598,0.2644,900,38,0.5,0
24,Goa Cashew Region,15.3,74.1,Cashew,25.35,14.09,19.72,2012.8,22.365,12.2,3.844,0.433,5.83,18.6,11.26,1.104,79.4,5.0,25.36,0.844,0.172,0.2858,900,38,0.5,3
24,Goa Cashew Region,15.3,74.1,Cashew,25.22,11.46,18.34,606.9,6.743,15.0,3.653,0.3474,6.12,26.5,8.03,1.378,70.4,5.0,25.4,2.368,0.541,0.6586,900,38,0.5,0
24,Goa Cashew Region,15.3,74.1,Cashew,29.39,16.44,22.91,559.0,6.211,8.4,3.06,0.2482,6.85,34.9,22.74,1.202,59.8,5.3,24.41,3.178,0.492,-0.2124,900,38,0.5,0
